Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
relative_abatement,SAF,fraction_of_baseline_emissions,2.29979e-05,0.312487,0.552299,0.718253,0.777719,0.83232,0.88367,0.932639,0.980157,1.02712,1.07413,1.12153,1.16948,1.21802,1.26734,1.31798,1.20421,1.09683,1.096,1.09532,1.09477,1.09429,1.09391,1.0936,1.09336,1.09318,1.09308
relative_abatement,WEU,fraction_of_baseline_emissions,1.70876e-05,0.210381,0.448336,0.686729,0.734035,0.777368,0.818399,0.857858,0.896535,0.935152,0.973756,1.01219,1.05084,1.09039,1.13152,1.17461,1.06254,0.94616,0.947486,0.948625,0.949599,0.950405,0.95106,0.951583,0.951989,0.952283,0.952449
relative_abatement,CEU,fraction_of_baseline_emissions,1.9343e-05,0.2254,0.467814,0.694376,0.752295,0.803349,0.850217,0.894896,0.939119,0.984217,1.02966,1.07464,1.11948,1.16483,1.21138,1.25967,1.14214,1.03055,1.03098,1.03133,1.03162,1.03189,1.03214,1.03234,1.03249,1.0326,1.03266
relative_abatement,TUR,fraction_of_baseline_emissions,1.70348e-05,0.335317,0.513645,0.567853,0.615534,0.659544,0.701673,0.742705,0.782927,0.82259,0.861984,0.901384,0.941153,0.981563,1.02269,1.06485,0.961746,0.86541,0.864548,0.863609,0.862651,0.861802,0.861068,0.860432,0.8599,0.859481,0.859196
relative_abatement,UKR,fraction_of_baseline_emissions,1.9251e-05,0.248682,0.506504,0.583324,0.6395,0.688831,0.7348,0.780018,0.82511,0.870337,0.91509,0.958792,1.0022,1.04624,1.09114,1.13713,1.03441,0.93959,0.94017,0.940671,0.941106,0.941469,0.941767,0.942008,0.942199,0.94234,0.942424
relative_abatement,STAN,fraction_of_baseline_emissions,1.48187e-05,0.306787,0.398179,0.448485,0.490713,0.526694,0.559262,0.590506,0.621269,0.652091,0.683592,0.715982,0.748344,0.780125,0.8122,0.845478,0.759441,0.680577,0.679607,0.678796,0.67816,0.677509,0.676882,0.676362,0.675954,0.675649,0.67546
relative_abatement,RUS,fraction_of_baseline_emissions,1.61288e-05,0.290822,0.529967,0.59735,0.644221,0.682922,0.717379,0.750799,0.784674,0.819443,0.85343,0.88547,0.917085,0.949735,0.983502,1.01856,0.917937,0.820958,0.818938,0.816941,0.815033,0.813331,0.811864,0.810642,0.809674,0.80898,0.808627
relative_abatement,ME,fraction_of_baseline_emissions,1.7342e-05,0.288084,0.500787,0.54985,0.592325,0.630011,0.665241,0.69954,0.733787,0.768575,0.803944,0.839911,0.876881,0.915213,0.955048,0.996565,0.901355,0.796614,0.802491,0.807214,0.811021,0.814185,0.816759,0.818758,0.820252,0.821286,0.821778
relative_abatement,INDIA,fraction_of_baseline_emissions,2.09386e-05,0.390052,0.457351,0.519309,0.576579,0.63105,0.683971,0.735988,0.78761,0.839237,0.890789,0.942276,0.994209,1.04705,1.10091,1.15616,1.05456,0.970591,0.971025,0.971371,0.971647,0.971883,0.97208,0.972235,0.972352,0.972434,0.972474
relative_abatement,KOR,fraction_of_baseline_emissions,1.94195e-05,0.293578,0.537152,0.759092,0.827508,0.878421,0.925939,0.970881,1.01381,1.0553,1.09627,1.13759,1.17964,1.22248,1.26584,1.30972,1.18683,1.05952,1.06185,1.06403,1.06601,1.06788,1.06957,1.07101,1.07219,1.07307,1.07358
relative_abatement,CHN,fraction_of_baseline_emissions,2.20369e-05,0.31934,0.564772,0.780622,0.904373,0.96899,1.02776,1.08118,1.13142,1.18069,1.22947,1.27781,1.32632,1.37543,1.42492,1.47482,1.33794,1.18008,1.18951,1.1985,1.20689,1.2149,1.22228,1.22866,1.23391,1.23789,1.24014
relative_abatement,SEAS,fraction_of_baseline_emissions,1.99831e-05,0.372869,0.490149,0.546554,0.597718,0.646137,0.693488,0.740456,0.787165,0.833805,0.88074,0.928151,0.975972,1.02443,1.074,1.12497,1.02313,0.928652,0.930809,0.932618,0.934128,0.935338,0.936282,0.936997,0.937508,0.937829,0.937926
relative_abatement,INDO,fraction_of_baseline_emissions,2.08244e-05,0.288791,0.513274,0.581845,0.644092,0.702103,0.757849,0.812272,0.865517,0.917747,0.969302,1.02063,1.07242,1.1251,1.17871,1.23362,1.12578,1.03562,1.03525,1.03497,1.03475,1.03457,1.03444,1.03435,1.03431,1.03429,1.03433
relative_abatement,JAP,fraction_of_baseline_emissions,2.08427e-05,0.208207,0.446767,0.712023,0.901345,0.94784,0.991565,1.03365,1.07497,1.11637,1.1581,1.20022,1.24344,1.28837,1.33513,1.38412,1.26125,1.14266,1.14416,1.14556,1.14684,1.14799,1.149,1.14985,1.15053,1.15105,1.15136
relative_abatement,OCE,fraction_of_baseline_emissions,2.47122e-05,0.212772,0.468932,0.763117,1,1.09081,1.14008,1.18777,1.23534,1.28273,1.33051,1.3807,1.43274,1.48442,1.53696,1.593,1.45471,1.33182,1.32157,1.31339,1.30685,1.30136,1.29685,1.29331,1.29063,1.28871,1.28769
relative_abatement,RSAS,fraction_of_baseline_emissions,1.96807e-05,0.29172,0.340081,0.385856,0.429874,0.473648,0.518199,0.564044,0.611466,0.660643,0.711573,0.777326,0.833784,0.880012,0.91824,0.95001,0.908883,0.822448,0.835149,0.844757,0.852161,0.85803,0.862636,0.866146,0.868755,0.870576,0.871522
relative_abatement,RSAF,fraction_of_baseline_emissions,1.82553e-05,0.187337,0.313478,0.350924,0.387413,0.42314,0.460802,0.502406,0.548022,0.597264,0.649597,0.704466,0.761167,0.819544,0.88064,0.944748,0.872142,0.786082,0.801539,0.813193,0.822177,0.829284,0.834855,0.839101,0.842256,0.844456,0.845586
regional_emission_reduction,CAN,GtCO2/yr,8.94077e-10,0.134816,0.280447,0.420089,0.474377,0.47484,0.472736,0.503729,0.555711,0.604617,0.636537,0.643942,0.63714,0.632023,0.644031,0.683475,0.669152,0.639411,0.660962,0.680457,0.697876,0.712735,0.725085,0.7351,0.742918,0.748544,0.75154
regional_emission_reduction,USA,GtCO2/yr,9.99244e-11,1.11054,2.23362,3.42954,4.39206,4.63849,4.86333,5.05367,5.20411,5.31453,5.39977,5.4847,5.61414,5.82038,6.05774,6.27448,5.89526,5.32954,5.40858,5.47579,5.53253,5.58198,5.62409,5.65832,5.68527,5.70536,5.7173
regional_emission_reduction,MEX,GtCO2/yr,6.67453e-10,0.159826,0.331225,0.470119,0.545212,0.601549,0.65019,0.708976,0.780443,0.860709,0.938259,1.00197,1.05611,1.11059,1.17823,1.26899,1.23129,1.19537,1.23207,1.26422,1.2922,1.31623,1.33637,1.35263,1.36527,1.37435,1.37912
regional_emission_reduction,RCAM,GtCO2/yr,1.00738e-09,0.0934913,0.180506,0.213631,0.252196,0.30583,0.378767,0.471263,0.57494,0.679126,0.779476,0.874522,0.967533,1.06234,1.15765,1.25177,1.22253,1.2063,1.24267,1.27355,1.2997,1.32233,1.34143,1.3568,1.36871,1.3773,1.38178
regional_emission_reduction,BRA,GtCO2/yr,1.01454e-09,0.430664,0.906308,1.4763,2.02666,2.24756,2.30275,2.17962,1.97514,1.82812,1.85614,2.10395,2.32129,2.26861,2.13148,2.15826,2.06773,1.93976,1.93356,1.93278,1.93607,1.93735,1.93715,1.93724,1.93758,1.93776,1.93776
regional_emission_reduction,RSAM,GtCO2/yr,7.33291e-10,0.510504,0.940908,1.27302,1.64569,2.0001,2.32254,2.38019,2.33545,2.42853,2.6427,2.88527,3.08279,3.1897,3.27054,3.40274,3.25869,3.11002,3.1334,3.15422,3.17281,3.18826,3.20082,3.21096,3.21892,3.22468,3.22774
regional_emission_reduction,NAF,GtCO2/yr,1.20422e-09,0.20275,0.257448,0.306456,0.347614,0.383312,0.427747,0.495847,0.582261,0.674651,0.762783,0.839999,0.915006,0.99922,1.09331,1.19529,1.14503,1.04993,1.11279,1.16666,1.21237,1.25147,1.28391,1.30945,1.32854,1.34142,1.34677
regional_emission_reduction,WAF,GtCO2/yr,4.7701e-09,0.951242,1.31735,1.36843,1.31323,1.48205,1.66991,1.55583,1.43662,1.7775,2.52369,3.45232,4.55132,5.75444,6.97717,8.23192,8.90025,9.48138,10.285,10.9791,11.5753,12.0926,12.5301,12.8843,13.16,13.3595,13.4658
regional_emission_reduction,EAF,GtCO2/yr,1.80598e-09,0.124926,0.188403,0.22322,0.237621,0.256398,0.287199,0.3332,0.404532,0.516297,0.689864,0.948407,1.33853,1.78714,2.23176,2.62444,2.85548,2.93528,3.23222,3.48559,3.70079,3.88806,4.04682,4.17494,4.27434,4.346,4.38363
regional_emission_reduction,SAF,GtCO2/yr,2.67444e-09,0.172882,0.312819,0.401791,0.44303,0.503981,0.574475,0.6373,0.687718,0.725548,0.754935,0.781094,0.807197,0.835394,0.865439,0.89667,0.850214,0.796443,0.802691,0.807897,0.812248,0.81595,0.819035,0.821515,0.823456,0.824892,0.825713
regional_emission_reduction,WEU,GtCO2/yr,7.60688e-11,0.625798,1.27258,1.87318,2.02695,2.26431,2.56176,2.87254,3.15032,3.36517,3.56672,3.80481,4.01833,4.14654,4.27587,4.50573,4.30773,4.01413,4.12129,4.21769,4.30358,4.37723,4.4389,4.48933,4.52919,4.55855,4.57523
regional_emission_reduction,CEU,GtCO2/yr,5.897e-10,0.171305,0.344994,0.514008,0.577579,0.63203,0.681131,0.731663,0.778237,0.813296,0.837373,0.852311,0.853614,0.839373,0.828432,0.839778,0.772711,0.698914,0.689642,0.682071,0.676032,0.670473,0.665537,0.66157,0.658538,0.656368,0.655235
regional_emission_reduction,TUR,GtCO2/yr,9.32686e-10,0.164881,0.268325,0.302166,0.328271,0.358795,0.398166,0.446496,0.496709,0.540893,0.579466,0.615544,0.65272,0.692653,0.727527,0.749855,0.681245,0.614283,0.609768,0.604912,0.600024,0.59575,0.592101,0.588967,0.586363,0.584333,0.582955
regional_emission_reduction,UKR,GtCO2/yr,2.63952e-09,0.100258,0.207255,0.261611,0.310864,0.339878,0.361416,0.393138,0.424532,0.440604,0.44733,0.455547,0.466012,0.477132,0.491034,0.510005,0.482175,0.45059,0.455242,0.459333,0.462935,0.465986,0.468518,0.470586,0.472232,0.473463,0.474188
regional_emission_reduction,STAN,GtCO2/yr,2.86375e-09,0.161027,0.219006,0.249087,0.26466,0.268469,0.277067,0.304675,0.333749,0.346025,0.367877,0.427006,0.491017,0.521202,0.531593,0.546175,0.501412,0.454439,0.452417,0.450737,0.449424,0.448086,0.446803,0.445742,0.444913,0.444294,0.44391
regional_emission_reduction,RUS,GtCO2/yr,1.01713e-09,0.577663,1.05885,1.19856,1.27894,1.32949,1.36997,1.41881,1.48857,1.57967,1.64516,1.6448,1.62867,1.65474,1.70004,1.72855,1.5798,1.42055,1.40125,1.38258,1.36513,1.34985,1.33691,1.32628,1.31796,1.31205,1.30905
regional_emission_reduction,ME,GtCO2/yr,7.05557e-10,0.608893,1.09749,1.29509,1.50015,1.68656,1.87155,2.07741,2.29144,2.49388,2.68388,2.87008,3.07577,3.31995,3.58148,3.8351,3.6517,3.38211,3.50844,3.61556,3.70578,3.78358,3.84886,3.90083,3.94045,3.96823,3.98156
regional_emission_reduction,INDIA,GtCO2/yr,2.92155e-10,1.34028,1.84695,2.35936,2.93356,3.65604,4.50378,5.42058,6.40482,7.45308,8.47375,9.37623,10.2173,11.0728,11.8911,12.6133,11.8481,11.1727,11.3452,11.4862,11.6013,11.7015,11.7865,11.8541,11.9056,11.9422,11.9599
regional_emission_reduction,KOR,GtCO2/yr,9.55157e-10,0.244541,0.455263,0.61804,0.64995,0.665804,0.676064,0.679748,0.677163,0.668641,0.653032,0.629807,0.60391,0.581514,0.566237,0.559622,0.503977,0.441657,0.425924,0.412292,0.400628,0.390303,0.381413,0.374167,0.36849,0.364328,0.361998
regional_emission_reduction,CHN,GtCO2/yr,9.45482e-11,4.00829,7.39096,10.1335,11.4694,11.9986,12.2914,12.32,12.1279,11.7625,11.2338,10.5694,9.90072,9.37029,9.01784,8.83288,7.86168,6.72494,6.44133,6.1961,5.98658,5.80175,5.64313,5.51421,5.41356,5.34019,5.29978
regional_emission_reduction,SEAS,GtCO2/yr,8.00825e-10,0.675203,1.00708,1.1978,1.33417,1.43596,1.55732,1.74787,1.9672,2.16268,2.36882,2.62224,2.84492,2.96124,3.06885,3.28494,3.17987,3.0331,3.1349,3.22531,3.30461,3.37081,3.4242,3.46566,3.49596,3.51518,3.52106
regional_emission_reduction,INDO,GtCO2/yr,2.31617e-09,0.497945,0.904348,1.06288,1.19577,1.27529,1.34253,1.45153,1.59357,1.73914,1.86127,1.94282,2.01297,2.10607,2.21434,2.32207,2.18345,2.0545,2.07507,2.09139,2.10415,2.11445,2.1223,2.12757,2.13052,2.13126,2.12928
regional_emission_reduction,JAP,GtCO2/yr,2.80264e-10,0.209963,0.429872,0.658072,0.808258,0.850805,0.897892,0.945936,0.985004,1.00549,1.00806,0.998342,0.990645,0.997824,1.01414,1.03055,0.953084,0.869325,0.861389,0.854146,0.847659,0.841898,0.836923,0.832798,0.829506,0.827049,0.8256
regional_emission_reduction,OCE,GtCO2/yr,1.04356e-09,0.0787318,0.171476,0.312804,0.46035,0.531846,0.547198,0.523696,0.516353,0.573768,0.635803,0.635969,0.617473,0.639886,0.687899,0.7317,0.704206,0.675542,0.691715,0.705376,0.716822,0.726809,0.735302,0.742138,0.747436,0.751277,0.75336
regional_emission_reduction,RSAS,GtCO2/yr,9.03062e-10,0.159187,0.231368,0.314005,0.413293,0.540932,0.709191,0.927451,1.18647,1.4735,1.79833,2.21087,2.65395,3.11562,3.60002,4.11028,4.35423,4.33881,4.74522,5.09689,5.39908,5.66099,5.88221,6.06104,6.20012,6.30054,6.35382
regional_emission_reduction,RSAF,GtCO2/yr,5.38142e-09,0.135984,0.249184,0.401713,0.558646,0.579902,0.51508,0.476919,0.505391,0.615552,0.800083,1.03864,1.30304,1.569,1.8576,2.19724,2.26966,2.25848,2.48224,2.67545,2.84165,2.98555,3.10699,3.2052,3.28161,3.33671,3.36563
cumulative_emissions,Global,GtCO2,0,189.01,332.52,437.632,512.899,570.493,616.71,652.054,677.256,692.948,699.005,694.506,678.138,648.898,606.24,549.337,500,482.822,482.822,482.822,482.822,482.822,482.822,482.822,482.822,482.822,482.822
global_emissions,Global,GtCO2/yr,42.8173,32.7867,24.6174,17.4273,12.6798,10.3578,8.12867,6.00891,4.07192,2.20499,0.217876,-2.01747,-4.52993,-7.16581,-9.89739,-12.8638,-6.87117,-8.54694e-09,-3.2456e-07,-7.03448e-07,-1.17464e-06,-1.76899e-06,-2.53365e-06,-3.55148e-06,-4.98983e-06,-7.26932e-06,-1.20747e-05
temperature,Global,degC_above_PI,1.16,1.27719,1.36616,1.43133,1.478,1.51371,1.54236,1.56427,1.5799,1.58963,1.59338,1.59059,1.58045,1.56232,1.53587,1.50059,1.47,1.45935,1.45935,1.45935,1.45935,1.45935,1.45935,1.45935,1.45935,1.45935,1.45935
emission_relative_cumulative,Global,dimensionless,1,0.850016,0.723585,0.618222,0.531684,0.464051,0.410694,0.366463,0.328604,0.295088,0.264411,0.235572,0.207914,0.18108,0.154895,0.129126,0.108545,0.0971341,0.090304,0.0842151,0.0787744,0.0739026,0.0695274,0.0655895,0.0620366,0.0588227,0.055911
slr_thermal,Global,m,0.103814,0.109539,0.1159,0.122719,0.129848,0.137171,0.144621,0.152153,0.159726,0.167301,0.174842,0.182315,0.189681,0.196897,0.203916,0.21069,0.217171,0.223388,0.229467,0.235471,0.241403,0.247264,0.253053,0.258772,0.264422,0.270003,0.275517
slr_cumgsic,Global,m,0.015,0.0231415,0.0314396,0.0397597,0.0479978,0.05608,0.0639661,0.0716336,0.0790647,0.0862462,0.0931686,0.0998249,0.106209,0.112314,0.118136,0.12367,0.128915,0.133896,0.138668,0.143258,0.147675,0.151925,0.156015,0.159949,0.163734,0.167377,0.170881
slr_cumgis,Global,m,0.006,0.0154801,0.0256019,0.0362055,0.0471564,0.05835,0.0697246,0.0812399,0.0928582,0.104544,0.116264,0.127987,0.139674,0.151287,0.162782,0.174114,0.185235,0.196172,0.207034,0.217879,0.228708,0.239521,0.250317,0.261096,0.271859,0.282606,0.293336
total_SLR,Global,m,0.124814,0.148161,0.172941,0.198684,0.225002,0.251601,0.278312,0.305027,0.331649,0.358091,0.384276,0.410127,0.435564,0.460498,0.484833,0.508474,0.531321,0.553456,0.575168,0.596609,0.617787,0.63871,0.659384,0.679817,0.700015,0.719985,0.739734
damage_costs,CAN,fraction_of_GDP,8.67362e-19,0.00201283,0.0038335,0.00542541,0.00680336,0.00804508,0.00919357,0.010244,0.0111959,0.01205,0.012801,0.0134368,0.0139427,0.0143091,0.0145334,0.0146127,0.014755,0.0151808,0.0157529,0.0163178,0.0168758,0.017427,0.0179717,0.0185101,0.0190423,0.0195684,0.0200888
damage_costs,USA,fraction_of_GDP,0,0.00152762,0.00286801,0.00400063,0.00494499,0.00577089,0.00651671,0.00717974,0.00776076,0.00826123,0.00867748,0.00900008,0.0092174,0.00932192,0.00931175,0.00918492,0.00911673,0.00929274,0.00959554,0.00989457,0.0101899,0.0104817,0.0107701,0.011055,0.0113367,0.0116152,0.0118906
damage_costs,MEX,fraction_of_GDP,0,0.00204069,0.00379754,0.00524559,0.00641666,0.00741415,0.00829497,0.00905605,0.00969932,0.0102276,0.0106361,0.0109118,0.0110386,0.0110061,0.0108124,0.010455,0.0101881,0.0102793,0.0105569,0.010831,0.0111018,0.0113693,0.0116336,0.0118948,0.0121531,0.0124084,0.0126609
damage_costs,RCAM,fraction_of_GDP,0,0.00204069,0.00379754,0.00524559,0.00641666,0.00741415,0.00829497,0.00905605,0.00969932,0.0102276,0.0106361,0.0109118,0.0110386,0.0110061,0.0108124,0.010455,0.0101881,0.0102793,0.0105569,0.010831,0.0111018,0.0113693,0.0116336,0.0118948,0.0121531,0.0124084,0.0126609
damage_costs,BRA,fraction_of_GDP,0,0.00204069,0.00379754,0.00524559,0.00641666,0.00741415,0.00829497,0.00905605,0.00969932,0.0102276,0.0106361,0.0109118,0.0110386,0.0110061,0.0108124,0.010455,0.0101881,0.0102793,0.0105569,0.010831,0.0111018,0.0113693,0.0116336,0.0118948,0.0121531,0.0124084,0.0126609
damage_costs,RSAM,fraction_of_GDP,0,0.00204069,0.00379754,0.00524559,0.00641666,0.00741415,0.00829497,0.00905605,0.00969932,0.0102276,0.0106361,0.0109118,0.0110386,0.0110061,0.0108124,0.010455,0.0101881,0.0102793,0.0105569,0.010831,0.0111018,0.0113693,0.0116336,0.0118948,0.0121531,0.0124084,0.0126609
damage_costs,NAF,fraction_of_GDP,-1.73472e-18,0.00433519,0.00836085,0.011952,0.0151114,0.0179904,0.0206748,0.0231502,0.0254126,0.0274615,0.0292837,0.0308521,0.0321344,0.0331104,0.0337755,0.034127,0.0346138,0.0357047,0.0371051,0.038488,0.039854,0.0412035,0.042537,0.043855,0.0451578,0.0464458,0.0477196
damage_costs,WAF,fraction_of_GDP,0,0.00490623,0.00888379,0.0119117,0.0141145,0.0158067,0.0171606,0.018174,0.0188582,0.0192258,0.0192673,0.0189495,0.0182301,0.0170832,0.0155053,0.0134917,0.0117635,0.0110791,0.0109416,0.0108058,0.0106717,0.0105391,0.0104082,0.0102788,0.0101509,0.0100244,0.00989936
damage_costs,EAF,fraction_of_GDP,0,0.00490623,0.00888379,0.0119117,0.0141145,0.0158067,0.0171606,0.018174,0.0188582,0.0192258,0.0192673,0.0189495,0.0182301,0.0170832,0.0155053,0.0134917,0.0117635,0.0110791,0.0109416,0.0108058,0.0106717,0.0105391,0.0104082,0.0102788,0.0101509,0.0100244,0.00989936
damage_costs,SAF,fraction_of_GDP,0,0.00296855,0.00561552,0.00783377,0.00963531,0.0111687,0.0125189,0.0136763,0.0146407,0.0154149,0.0159898,0.0163434,0.0164493,0.0162928,0.0158742,0.0151962,0.0146786,0.0147493,0.0151234,0.0154929,0.0158579,0.0162185,0.0165747,0.0169269,0.017275,0.0176191,0.0179594
damage_costs,WEU,fraction_of_GDP,0,0.000968534,0.00181299,0.00250074,0.00303313,0.00345697,0.00380087,0.00406506,0.00425417,0.00437339,0.00442316,0.00439864,0.00429286,0.00410198,0.00382673,0.00346794,0.00316531,0.00306198,0.00306221,0.00306236,0.00306246,0.00306253,0.00306257,0.0030626,0.00306262,0.00306264,0.00306265
damage_costs,CEU,fraction_of_GDP,4.33681e-19,0.00145383,0.00270922,0.00371678,0.00448454,0.00508917,0.0055783,0.00595452,0.0062246,0.00639526,0.00646629,0.00643003,0.00627595,0.00599825,0.00559791,0.00507613,0.00463608,0.00448591,0.00448631,0.00448659,0.00448679,0.00448692,0.00448701,0.00448708,0.00448713,0.00448716,0.00448718
damage_costs,TUR,fraction_of_GDP,1.73472e-18,0.00199891,0.00374987,0.00527549,0.0066162,0.00784445,0.00899763,0.010075,0.0110781,0.0120083,0.0128618,0.0136298,0.0143005,0.0148643,0.0153152,0.0156454,0.016006,0.0165708,0.0172428,0.0179064,0.0185618,0.0192093,0.0198492,0.0204816,0.0211067,0.0217247,0.0223359
damage_costs,UKR,fraction_of_GDP,0,0.0014605,0.00266602,0.00362852,0.00438719,0.00502126,0.00557303,0.00604269,0.00643313,0.00674731,0.0069828,0.00713134,0.00718216,0.0071278,0.00696551,0.00669152,0.0064758,0.00650306,0.00665809,0.00681119,0.0069624,0.0071118,0.00725942,0.00740531,0.00754953,0.00769213,0.00783314
damage_costs,STAN,fraction_of_GDP,0,0.0014605,0.00266602,0.00362852,0.00438719,0.00502126,0.00557303,0.00604269,0.00643313,0.00674731,0.0069828,0.00713134,0.00718216,0.0071278,0.00696551,0.00669152,0.0064758,0.00650306,0.00665809,0.00681119,0.0069624,0.0071118,0.00725942,0.00740531,0.00754953,0.00769213,0.00783314
damage_costs,RUS,fraction_of_GDP,0,0.0014605,0.00266602,0.00362852,0.00438719,0.00502126,0.00557303,0.00604269,0.00643313,0.00674731,0.0069828,0.00713134,0.00718216,0.0071278,0.00696551,0.00669152,0.0064758,0.00650306,0.00665809,0.00681119,0.0069624,0.0071118,0.00725942,0.00740531,0.00754953,0.00769213,0.00783314
damage_costs,ME,fraction_of_GDP,1.73472e-18,0.00199891,0.00374987,0.00527549,0.0066162,0.00784445,0.00899763,0.010075,0.0110781,0.0120083,0.0128618,0.0136298,0.0143005,0.0148643,0.0153152,0.0156454,0.016006,0.0165708,0.0172428,0.0179064,0.0185618,0.0192093,0.0198492,0.0204816,0.0211067,0.0217247,0.0223359
damage_costs,INDIA,fraction_of_GDP,-3.46945e-18,0.00541751,0.00992262,0.013483,0.0162166,0.0184371,0.0203159,0.0218488,0.0230453,0.0239164,0.0244511,0.0246142,0.024361,0.0236637,0.0225169,0.0209143,0.0195872,0.0193079,0.0195764,0.0198416,0.0201035,0.0203623,0.020618,0.0208707,0.0211205,0.0213675,0.0216117
damage_costs,KOR,fraction_of_GDP,8.67362e-19,0.00284022,0.00535329,0.00751939,0.00937703,0.0110417,0.0125758,0.0139752,0.0152409,0.0163748,0.0173704,0.018212,0.0188796,0.0193595,0.0196466,0.0197347,0.0199053,0.0204622,0.02122,0.0219683,0.0227075,0.0234377,0.0241593,0.0248724,0.0255774,0.0262744,0.0269636
damage_costs,CHN,fraction_of_GDP,-1.73472e-18,0.00209884,0.00385622,0.00532653,0.00657324,0.00768703,0.00871393,0.00965603,0.0105171,0.0113004,0.012003,0.0126162,0.0131278,0.0135274,0.0138079,0.0139595,0.0141484,0.0145692,0.0151132,0.0156505,0.0161812,0.0167054,0.0172235,0.0177355,0.0182416,0.018742,0.0192368
damage_costs,SEAS,fraction_of_GDP,0,0.00606462,0.0114947,0.0162705,0.0204713,0.0243133,0.027912,0.0312586,0.0343541,0.0372005,0.0397844,0.0420745,0.0440318,0.0456276,0.0468478,0.047676,0.048631,0.0502853,0.0523028,0.0542951,0.056263,0.0582071,0.0601282,0.0620268,0.0639037,0.0657593,0.0675943
damage_costs,INDO,fraction_of_GDP,0,0.00606462,0.0114947,0.0162705,0.0204713,0.0243133,0.027912,0.0312586,0.0343541,0.0372005,0.0397844,0.0420745,0.0440318,0.0456276,0.0468478,0.047676,0.048631,0.0502853,0.0523028,0.0542951,0.056263,0.0582071,0.0601282,0.0620268,0.0639037,0.0657593,0.0675943
damage_costs,JAP,fraction_of_GDP,0,0.00205884,0.00401087,0.00577951,0.00735511,0.00880312,0.0101614,0.0114217,0.012581,0.013638,0.0145862,0.015412,0.0161001,0.0166408,0.0170326,0.0172752,0.0175814,0.0181707,0.018904,0.0196282,0.0203436,0.0210503,0.0217486,0.0224388,0.023121,0.0237955,0.0244626
damage_costs,OCE,fraction_of_GDP,0,0.00224702,0.00427439,0.00601625,0.00748259,0.00877189,0.00993991,0.0109799,0.0118913,0.0126753,0.0133254,0.0138263,0.0141598,0.0143149,0.0142906,0.0140864,0.0139789,0.0142535,0.014725,0.0151907,0.0156506,0.016105,0.016554,0.0169977,0.0174364,0.0178701,0.018299
damage_costs,RSAS,fraction_of_GDP,3.46945e-18,0.00455047,0.00816887,0.0109085,0.0129168,0.0144798,0.0157503,0.0167319,0.017437,0.0178782,0.018049,0.0179221,0.0174617,0.0166439,0.0154612,0.013903,0.0125699,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097,0.0121097
damage_costs,RSAF,fraction_of_GDP,0,0.00490623,0.00888379,0.0119117,0.0141145,0.0158067,0.0171606,0.018174,0.0188582,0.0192258,0.0192673,0.0189495,0.0182301,0.0170832,0.0155053,0.0134917,0.0117635,0.0110791,0.0109416,0.0108058,0.0106717,0.0105391,0.0104082,0.0102788,0.0101509,0.0100244,0.00989936
damage_costs_non_slr,CAN,fraction_of_GDP,8.67362e-19,0.0013977,0.00256546,0.0034791,0.00416364,0.00470452,0.00514926,0.00549581,0.00574633,0.00590374,0.0059648,0.00591943,0.00575514,0.00546465,0.00504768,0.00450412,0.00404453,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706,0.00388706
damage_costs_non_slr,USA,fraction_of_GDP,0,0.00120202,0.00219681,0.00297041,0.00354772,0.00400265,0.00437596,0.00466642,0.00487615,0.00500785,0.00505891,0.00502097,0.00488353,0.00464031,0.00429075,0.00383421,0.0034474,0.00331469,0.00331469,0.00331469,0.00331469,0.00331469,0.00331469,0.00331469,0.00331469,0.00331468,0.00331468
damage_costs_non_slr,MEX,fraction_of_GDP,0,0.00174219,0.00318221,0.00430113,0.00513571,0.00579311,0.00633243,0.00675195,0.00705485,0.00724502,0.00731875,0.00726397,0.0070655,0.00671425,0.00620934,0.00554973,0.0049907,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479886
damage_costs_non_slr,RCAM,fraction_of_GDP,0,0.00174219,0.00318221,0.00430113,0.00513571,0.00579311,0.00633243,0.00675195,0.00705485,0.00724502,0.00731875,0.00726397,0.0070655,0.00671425,0.00620934,0.00554973,0.0049907,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479886
damage_costs_non_slr,BRA,fraction_of_GDP,0,0.00174219,0.00318221,0.00430113,0.00513571,0.00579311,0.00633243,0.00675195,0.00705485,0.00724502,0.00731875,0.00726397,0.0070655,0.00671425,0.00620934,0.00554973,0.0049907,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479887,0.00479886
