Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
regional_emission_reduction,INDO,GtCO2/yr,2.31598e-09,0.00172836,0.00179187,0.0018578,0.00188301,0.0018321,0.00177377,0.0017753,0.00181387,0.00184922,0.00185252,0.00181101,0.00175752,0.00172293,0.00169755,0.00166697,0.0016315
regional_emission_reduction,JAP,GtCO2/yr,2.80243e-10,0.00100839,0.00096473,0.00094001,0.000931646,0.000934654,0.000944484,0.000955481,0.000956577,0.000938495,0.000903572,0.000858698,0.000817242,0.000789585,0.000769643,0.000749321,0.000727255
regional_emission_reduction,OCE,GtCO2/yr,1.04346e-09,0.000369939,0.0003663,0.000416794,0.000483363,0.000518099,0.000508578,0.000463072,0.000435398,0.000464954,0.000495462,0.000472772,0.000436526,0.000432267,0.000445241,0.000452845,0.00045563
regional_emission_reduction,RSAS,GtCO2/yr,9.02983e-10,0.000546045,0.000679288,0.000809162,0.000950332,0.00112072,0.00133187,0.00158555,0.00185229,0.00210564,0.00235708,0.00262165,0.00289465,0.00316916,0.00344579,0.00372377,0.00399303
regional_emission_reduction,RSAF,GtCO2/yr,5.38074e-09,0.000726029,0.000796983,0.00114563,0.00143645,0.00135053,0.00108501,0.000906215,0.000865196,0.000949653,0.00111357,0.00130595,0.00148236,0.00161624,0.00173199,0.00185353,0.00196897
cumulative_emissions,Global,GtCO2,0,223.301,462.545,712.542,969.435,1232.15,1499.93,1770.35,2041.64,2314.97,2592.26,2873.85,3158.83,3445.93,3734.6,4025.47,4319.23
global_emissions,Global,GtCO2/yr,42.8173,46.5031,49.1945,50.8045,51.9525,53.1325,53.9819,54.1833,54.3339,54.9993,55.9174,56.7182,57.2709,57.5729,57.8943,58.4541,59.048
temperature,Global,degC_above_PI,1.16,1.29845,1.44678,1.60178,1.76105,1.92393,2.08996,2.25761,2.42582,2.59528,2.7672,2.94179,3.11847,3.29648,3.47545,3.65579,3.83792
emission_relative_cumulative,Global,dimensionless,1,1.00423,1.00653,1.00658,1.00494,1.00225,0.998872,0.994959,0.990602,0.985818,0.980569,0.974794,0.968482,0.961614,0.954195,0.946217,0.937662
slr_thermal,Global,m,0.103814,0.109539,0.116028,0.123331,0.131478,0.140486,0.150364,0.161123,0.17276,0.185269,0.198646,0.212896,0.228024,0.244033,0.260919,0.278677,0.297307
slr_cumgsic,Global,m,0.015,0.0231415,0.031517,0.0401177,0.048919,0.0578853,0.0669771,0.076153,0.0853669,0.0945709,0.103721,0.112779,0.121707,0.130469,0.139031,0.14736,0.155428
slr_cumgis,Global,m,0.006,0.0154801,0.0257205,0.0367733,0.0486718,0.0614357,0.0750804,0.0896185,0.105054,0.121383,0.138607,0.156733,0.175769,0.195718,0.216581,0.238353,0.261035
total_SLR,Global,m,0.124814,0.148161,0.173265,0.200222,0.229069,0.259806,0.292422,0.326894,0.36318,0.401222,0.440974,0.482407,0.525499,0.57022,0.61653,0.664391,0.713769
damage_costs,CAN,fraction_of_GDP,8.67362e-19,0.0022835,0.00497945,0.00808866,0.0116045,0.0155373,0.019897,0.0246648,0.029821,0.0353874,0.0414057,0.0478966,0.0548566,0.0622697,0.0701296,0.0784572,0.0872783
damage_costs,USA,fraction_of_GDP,0,0.00175887,0.00383506,0.00622515,0.00892128,0.0119307,0.0152606,0.0188951,0.0228181,0.0270475,0.031617,0.0365431,0.0418225,0.0474423,0.0533975,0.059705,0.0663851
damage_costs,MEX,fraction_of_GDP,0,0.00237557,0.00519376,0.0084483,0.0121272,0.0162405,0.0207986,0.0257786,0.0311576,0.0369616,0.0432396,0.0500151,0.0572834,0.0650264,0.073237,0.0819395,0.0911636
damage_costs,RCAM,fraction_of_GDP,0,0.00237557,0.00519376,0.0084483,0.0121272,0.0162405,0.0207986,0.0257786,0.0311576,0.0369616,0.0432396,0.0500151,0.0572834,0.0650264,0.073237,0.0819395,0.0911636
damage_costs,BRA,fraction_of_GDP,0,0.00237557,0.00519376,0.0084483,0.0121272,0.0162405,0.0207986,0.0257786,0.0311576,0.0369616,0.0432396,0.0500151,0.0572834,0.0650264,0.073237,0.0819395,0.0911636
damage_costs,RSAM,fraction_of_GDP,0,0.00237557,0.00519376,0.0084483,0.0121272,0.0162405,0.0207986,0.0257786,0.0311576,0.0369616,0.0432396,0.0500151,0.0572834,0.0650264,0.073237,0.0819395,0.0911636
damage_costs,NAF,fraction_of_GDP,-1.73472e-18,0.00489328,0.010789,0.0177116,0.0256606,0.0346678,0.0447625,0.0559064,0.0680558,0.0812628,0.0956287,0.111206,0.12799,0.145944,0.165055,0.185375,0.206967
damage_costs,WAF,fraction_of_GDP,0,0.00587083,0.0128491,0.0208979,0.029972,0.0400936,0.0512869,0.0634862,0.0766293,0.0907886,0.106096,0.122614,0.140328,0.159188,0.179178,0.200361,0.222818
damage_costs,EAF,fraction_of_GDP,0,0.00587083,0.0128491,0.0208979,0.029972,0.0400936,0.0512869,0.0634862,0.0766293,0.0907886,0.106096,0.122614,0.140328,0.159188,0.179178,0.200361,0.222818
damage_costs,SAF,fraction_of_GDP,0,0.00347768,0.00783476,0.0130959,0.0192627,0.0263671,0.034439,0.0434444,0.0533445,0.0641915,0.0760841,0.0890746,0.10316,0.118307,0.134506,0.151808,0.170276
damage_costs,WEU,fraction_of_GDP,0,0.00114321,0.00255859,0.00424096,0.00617605,0.00836224,0.0108035,0.0134899,0.0164137,0.019596,0.0230709,0.0268564,0.0309523,0.0353492,0.0400438,0.0450523,0.0503937
damage_costs,CEU,fraction_of_GDP,4.33681e-19,0.0017076,0.00379343,0.00624804,0.00905647,0.0122261,0.0157702,0.0196772,0.0239352,0.0285736,0.0336408,0.0391623,0.0451376,0.0515529,0.0584033,0.0657125,0.0735083
damage_costs,TUR,fraction_of_GDP,1.73472e-18,0.00223286,0.00466258,0.00726213,0.0100096,0.0129003,0.0159309,0.0190844,0.0223468,0.0257261,0.0292379,0.0328864,0.0366652,0.040564,0.0445776,0.0487116,0.0529726
damage_costs,UKR,fraction_of_GDP,0,0.00170265,0.00363472,0.0057773,0.00811332,0.0106433,0.013369,0.0162734,0.0193418,0.022588,0.0260375,0.0297004,0.0335721,0.0376413,0.0419032,0.0463695,0.051054
damage_costs,STAN,fraction_of_GDP,0,0.00170265,0.00363472,0.0057773,0.00811332,0.0106433,0.013369,0.0162734,0.0193418,0.022588,0.0260375,0.0297004,0.0335721,0.0376413,0.0419032,0.0463695,0.051054
damage_costs,RUS,fraction_of_GDP,0,0.00170265,0.00363472,0.0057773,0.00811332,0.0106433,0.013369,0.0162734,0.0193418,0.022588,0.0260375,0.0297004,0.0335721,0.0376413,0.0419032,0.0463695,0.051054
damage_costs,ME,fraction_of_GDP,1.73472e-18,0.00223286,0.00466258,0.00726213,0.0100096,0.0129003,0.0159309,0.0190844,0.0223468,0.0257261,0.0292379,0.0328864,0.0366652,0.040564,0.0445776,0.0487116,0.0529726
damage_costs,INDIA,fraction_of_GDP,-3.46945e-18,0.00639685,0.0139577,0.0226477,0.0324226,0.0433052,0.0553203,0.068401,0.0824831,0.0976393,0.114004,0.131639,0.150531,0.170628,0.191912,0.214449,0.238318
damage_costs,KOR,fraction_of_GDP,8.67362e-19,0.00322539,0.00694016,0.01113,0.0157765,0.0208872,0.0264699,0.0324976,0.0389441,0.0458351,0.0532194,0.0611193,0.069528,0.0784251,0.0878019,0.0976819,0.108093
damage_costs,CHN,fraction_of_GDP,-1.73472e-18,0.00237141,0.00488431,0.00749501,0.0101711,0.0129016,0.0156783,0.0184813,0.021296,0.0241286,0.0269896,0.029879,0.0327881,0.0357072,0.0386306,0.0415604,0.0444988
damage_costs,SEAS,fraction_of_GDP,0,0.00679858,0.0144851,0.0230199,0.0323603,0.0425134,0.0534877,0.0652308,0.0776935,0.0909178,0.104985,0.11993,0.135737,0.152368,0.169807,0.188091,0.207264
damage_costs,INDO,fraction_of_GDP,0,0.00679858,0.0144851,0.0230199,0.0323603,0.0425134,0.0534877,0.0652308,0.0776935,0.0909178,0.104985,0.11993,0.135737,0.152368,0.169807,0.188091,0.207264
damage_costs,JAP,fraction_of_GDP,0,0.00231345,0.00514425,0.00851255,0.0124233,0.016895,0.0219446,0.0275547,0.0337042,0.0404196,0.047753,0.0557325,0.0643565,0.0736073,0.0834781,0.0939965,0.105196
damage_costs,OCE,fraction_of_GDP,0,0.00258966,0.00575596,0.00951106,0.0138533,0.0188015,0.0243735,0.0305461,0.0372934,0.0446479,0.0526719,0.0613976,0.0708221,0.080924,0.0916955,0.103169,0.115383
damage_costs,RSAS,fraction_of_GDP,3.46945e-18,0.00540225,0.011569,0.0184316,0.0259291,0.0340638,0.0428419,0.0522042,0.0621,0.0725798,0.083734,0.0955997,0.108161,0.121378,0.135236,0.149777,0.16505
damage_costs,RSAF,fraction_of_GDP,0,0.00587083,0.0128491,0.0208979,0.029972,0.0400936,0.0512869,0.0634862,0.0766293,0.0907886,0.106096,0.122614,0.140328,0.159188,0.179178,0.200361,0.222818
damage_costs_non_slr,CAN,fraction_of_GDP,8.67362e-19,0.00166837,0.00370288,0.00610185,0.00885765,0.0119806,0.0154809,0.0193405,0.0235406,0.0281047,0.0330756,0.0384749,0.0442994,0.0505343,0.057174,0.0642406,0.0717607
damage_costs_non_slr,USA,fraction_of_GDP,0,0.00143327,0.00315934,0.00517348,0.00746729,0.010048,0.0129231,0.0160768,0.0194937,0.0231925,0.0272077,0.031556,0.0362344,0.0412305,0.0465398,0.0521798,0.0581713
damage_costs_non_slr,MEX,fraction_of_GDP,0,0.00207708,0.00457429,0.00748418,0.0107942,0.0145145,0.0186557,0.0231949,0.02811,0.0334276,0.0391974,0.0454431,0.0521605,0.0593317,0.0669501,0.0750408,0.0836335
damage_costs_non_slr,RCAM,fraction_of_GDP,0,0.00207708,0.00457429,0.00748418,0.0107942,0.0145145,0.0186557,0.0231949,0.02811,0.0334276,0.0391974,0.0454431,0.0521605,0.0593317,0.0669501,0.0750408,0.0836335
damage_costs_non_slr,BRA,fraction_of_GDP,0,0.00207708,0.00457429,0.00748418,0.0107942,0.0145145,0.0186557,0.0231949,0.02811,0.0334276,0.0391974,0.0454431,0.0521605,0.0593317,0.0669501,0.0750408,0.0836335
damage_costs_non_slr,RSAM,fraction_of_GDP,0,0.00207708,0.00457429,0.00748418,0.0107942,0.0145145,0.0186557,0.0231949,0.02811,0.0334276,0.0391974,0.0454431,0.0521605,0.0593317,0.0669501,0.0750408,0.0836335
damage_costs_non_slr,NAF,fraction_of_GDP,-1.73472e-18,0.00338743,0.00766385,0.0128477,0.0189361,0.0259607,0.0339517,0.0428722,0.0526811,0.0634344,0.0752363,0.0881413,0.102146,0.117216,0.133339,0.150572,0.168979
damage_costs_non_slr,WAF,fraction_of_GDP,0,0.00601869,0.013156,0.0213754,0.0306322,0.0409485,0.0523484,0.064766,0.0781389,0.0925391,0.108098,0.124878,0.142865,0.162009,0.182292,0.203779,0.226548
damage_costs_non_slr,EAF,fraction_of_GDP,0,0.00601869,0.013156,0.0213754,0.0306322,0.0409485,0.0523484,0.064766,0.0781389,0.0925391,0.108098,0.124878,0.142865,0.162009,0.182292,0.203779,0.226548
damage_costs_non_slr,SAF,fraction_of_GDP,0,0.00307535,0.00699979,0.0117964,0.0174661,0.0240408,0.0315506,0.0399619,0.0492367,0.0594281,0.0706356,0.0829121,0.0962546,0.110631,0.126032,0.142509,0.160126
damage_costs_non_slr,WEU,fraction_of_GDP,0,0.0010678,0.00239444,0.00398254,0.00582931,0.00794317,0.0103323,0.012985,0.0158888,0.0190601,0.0225292,0.0263119,0.0304064,0.0348026,0.0394969,0.0445053,0.0498467
damage_costs_non_slr,CEU,fraction_of_GDP,4.33681e-19,0.00155068,0.00347906,0.0057892,0.00847722,0.0115555,0.0150359,0.0189016,0.0231344,0.0277583,0.0328174,0.0383346,0.0443077,0.0507218,0.0575718,0.0648807,0.0726764
damage_costs_non_slr,TUR,fraction_of_GDP,1.73472e-18,0.00151032,0.00316307,0.00492835,0.00678303,0.00872241,0.0107437,0.0128302,0.0149696,0.0171715,0.0194531,0.0218193,0.0242643,0.0267791,0.0293595,0.0320123,0.034745
damage_costs_non_slr,UKR,fraction_of_GDP,0,0.00153595,0.00328877,0.00523887,0.00736891,0.00967945,0.0121722,0.0148305,0.0176397,0.0206144,0.02378,0.0271471,0.0307111,0.034461,0.0383922,0.0425168,0.0468486
damage_costs_non_slr,STAN,fraction_of_GDP,0,0.00153595,0.00328877,0.00523887,0.00736891,0.00967945,0.0121722,0.0148305,0.0176397,0.0206144,0.02378,0.0271471,0.0307111,0.034461,0.0383922,0.0425168,0.0468486
damage_costs_non_slr,RUS,fraction_of_GDP,0,0.00153595,0.00328877,0.00523887,0.00736891,0.00967945,0.0121722,0.0148305,0.0176397,0.0206144,0.02378,0.0271471,0.0307111,0.034461,0.0383922,0.0425168,0.0468486
damage_costs_non_slr,ME,fraction_of_GDP,1.73472e-18,0.00151032,0.00316307,0.00492835,0.00678303,0.00872241,0.0107437,0.0128302,0.0149696,0.0171715,0.0194531,0.0218193,0.0242643,0.0267791,0.0293595,0.0320123,0.034745
damage_costs_non_slr,INDIA,fraction_of_GDP,-3.46945e-18,0.00610811,0.0133584,0.0217151,0.0311332,0.0416356,0.0532474,0.0659017,0.079535,0.0942207,0.110093,0.127216,0.145575,0.16512,0.185831,0.207776,0.231034
damage_costs_non_slr,KOR,fraction_of_GDP,8.67362e-19,0.00241056,0.00524913,0.00849814,0.0121379,0.0161757,0.0206201,0.0254446,0.0306247,0.036188,0.0421849,0.0486387,0.0555434,0.0628797,0.0706402,0.0788497,0.0875378
damage_costs_non_slr,CHN,fraction_of_GDP,-1.73472e-18,0.0017864,0.00367025,0.00560549,0.00755869,0.009519,0.0114785,0.0134177,0.0153232,0.0172025,0.0190675,0.0209186,0.022748,0.0245464,0.0263094,0.02804,0.029741
damage_costs_non_slr,SEAS,fraction_of_GDP,0,0.00462921,0.00998299,0.0160129,0.0226729,0.0299698,0.0379135,0.0464533,0.0555443,0.0652337,0.0756071,0.0867017,0.0985045,0.110981,0.124116,0.137953,0.152538
damage_costs_non_slr,INDO,fraction_of_GDP,0,0.00462921,0.00998299,0.0160129,0.0226729,0.0299698,0.0379135,0.0464533,0.0555443,0.0652337,0.0756071,0.0867017,0.0985045,0.110981,0.124116,0.137953,0.152538
damage_costs_non_slr,JAP,fraction_of_GDP,0,0.00152488,0.00350772,0.00596551,0.00890186,0.0123354,0.0162833,0.020729,0.0256529,0.0310833,0.0370741,0.0436541,0.0508225,0.0585628,0.0668694,0.0757712,0.085303
damage_costs_non_slr,OCE,fraction_of_GDP,0,0.00208264,0.00470372,0.00787339,0.0115891,0.0158698,0.0207335,0.0261574,0.0321167,0.038645,0.0458057,0.0536316,0.0621202,0.0712509,0.0810166,0.0914505,0.102593
damage_costs_non_slr,RSAS,fraction_of_GDP,3.46945e-18,0.00540225,0.011569,0.0184316,0.0259291,0.0340638,0.0428419,0.0522042,0.0621,0.0725798,0.083734,0.0955997,0.108161,0.121378,0.135236,0.149777,0.16505
damage_costs_non_slr,RSAF,fraction_of_GDP,0,0.00601869,0.013156,0.0213754,0.0306322,0.0409485,0.0523484,0.064766,0.0781389,0.0925391,0.108098,0.124878,0.142865,0.162009,0.182292,0.203779,0.226548
damage_costs_slr,CAN,fraction_of_GDP,0,0.000615123,0.00127657,0.00198681,0.00274687,0.00355674,0.00441607,0.00532434,0.0062804,0.00728271,0.00833008,0.00942176,0.0105571,0.0117354,0.0129556,0.0142166,0.0155176
damage_costs_slr,USA,fraction_of_GDP,0,0.0003256,0.000675721,0.00105167,0.00145399,0.00188267,0.00233754,0.0028183,0.00332437,0.00385492,0.00440931,0.00498717,0.00558815,0.00621184,0.00685771,0.00752519,0.00821385
damage_costs_slr,MEX,fraction_of_GDP,0,0.000298494,0.000619469,0.00096412,0.00133295,0.00172594,0.00214294,0.00258369,0.00304762,0.00353401,0.00404225,0.004572,0.00512295,0.00569472,0.00628682,0.00689874,0.00753007
damage_costs_slr,RCAM,fraction_of_GDP,0,0.000298494,0.000619469,0.00096412,0.00133295,0.00172594,0.00214294,0.00258369,0.00304762,0.00353401,0.00404225,0.004572,0.00512295,0.00569472,0.00628682,0.00689874,0.00753007
damage_costs_slr,BRA,fraction_of_GDP,0,0.000298494,0.000619469,0.00096412,0.00133295,0.00172594,0.00214294,0.00258369,0.00304762,0.00353401,0.00404225,0.004572,0.00512295,0.00569472,0.00628682,0.00689874,0.00753007
damage_costs_slr,RSAM,fraction_of_GDP,0,0.000298494,0.000619469,0.00096412,0.00133295,0.00172594,0.00214294,0.00258369,0.00304762,0.00353401,0.00404225,0.004572,0.00512295,0.00569472,0.00628682,0.00689874,0.00753007
damage_costs_slr,NAF,fraction_of_GDP,0,0.00150585,0.00312511,0.00486381,0.00672447,0.00870705,0.0108108,0.0130342,0.0153747,0.0178284,0.0203924,0.0230649,0.0258444,0.0287288,0.0317159,0.0348029,0.0379878
damage_costs_slr,WAF,fraction_of_GDP,0,-0.000147853,-0.00030684,-0.000477555,-0.000660245,-0.000854906,-0.00106146,-0.00127977,-0.00150957,-0.00175049,-0.00200224,-0.00226464,-0.00253754,-0.00282075,-0.00311404,-0.00341714,-0.00372985
damage_costs_slr,EAF,fraction_of_GDP,0,-0.000147853,-0.00030684,-0.000477555,-0.000660245,-0.000854906,-0.00106146,-0.00127977,-0.00150957,-0.00175049,-0.00200224,-0.00226464,-0.00253754,-0.00282075,-0.00311404,-0.00341714,-0.00372985
damage_costs_slr,SAF,fraction_of_GDP,0,0.000402335,0.000834971,0.00129952,0.00179665,0.00232636,0.00288843,0.0034825,0.00410783,0.00476342,0.00544847,0.00616251,0.00690513,0.00767581,0.00847389,0.00929868,0.0101496
damage_costs_slr,WEU,fraction_of_GDP,0,7.54038e-05,0.000164143,0.000258416,0.000346742,0.00041907,0.000471218,0.000504931,0.000524886,0.000535909,0.000541675,0.00054456,0.000545949,0.000546595,0.000546885,0.000547012,0.000547065
damage_costs_slr,CEU,fraction_of_GDP,0,0.000156916,0.000314366,0.000458835,0.000579253,0.000670619,0.000734305,0.000775578,0.000800734,0.000815298,0.000823375,0.000827691,0.00082992,0.000831036,0.000831578,0.000831834,0.000831952
damage_costs_slr,TUR,fraction_of_GDP,0,0.000722547,0.00149951,0.00233379,0.00322658,0.00417788,0.00518729,0.00625417,0.00737719,0.00855455,0.00978482,0.0110672,0.0124008,0.0137849,0.0152181,0.0166994,0.0182276
damage_costs_slr,UKR,fraction_of_GDP,0,0.0001667,0.000345955,0.000538432,0.00074441,0.000963885,0.00119677,0.00144291,0.00170201,0.00197364,0.00225747,0.00255332,0.00286101,0.00318033,0.003511,0.00385274,0.00420532
damage_costs_slr,STAN,fraction_of_GDP,0,0.0001667,0.000345955,0.000538432,0.00074441,0.000963885,0.00119677,0.00144291,0.00170201,0.00197364,0.00225747,0.00255332,0.00286101,0.00318033,0.003511,0.00385274,0.00420532
damage_costs_slr,RUS,fraction_of_GDP,0,0.0001667,0.000345955,0.000538432,0.00074441,0.000963885,0.00119677,0.00144291,0.00170201,0.00197364,0.00225747,0.00255332,0.00286101,0.00318033,0.003511,0.00385274,0.00420532
damage_costs_slr,ME,fraction_of_GDP,0,0.000722547,0.00149951,0.00233379,0.00322658,0.00417788,0.00518729,0.00625417,0.00737719,0.00855455,0.00978482,0.0110672,0.0124008,0.0137849,0.0152181,0.0166994,0.0182276
damage_costs_slr,INDIA,fraction_of_GDP,0,0.000288743,0.000599233,0.000932624,0.0012894,0.00166956,0.00207294,0.00249928,0.00294806,0.00341856,0.0039102,0.00442264,0.00495559,0.00550869,0.00608145,0.00667337,0.00728408
damage_costs_slr,KOR,fraction_of_GDP,0,0.000814828,0.00169102,0.00263185,0.00363867,0.00471146,0.00584979,0.00705293,0.00831938,0.00964711,0.0110345,0.0124806,0.0139846,0.0155454,0.0171617,0.0188321,0.0205555
damage_costs_slr,CHN,fraction_of_GDP,0,0.000585002,0.00121406,0.00188952,0.00261236,0.00338257,0.00419983,0.00506362,0.00597286,0.00692609,0.00792217,0.00896039,0.0100402,0.0111607,0.0123212,0.0135204,0.0147577
damage_costs_slr,SEAS,fraction_of_GDP,0,0.00216937,0.00450211,0.00700693,0.00968744,0.0125436,0.0155742,0.0187774,0.0221492,0.0256841,0.0293778,0.0332279,0.037232,0.0413875,0.0456907,0.0501379,0.0547262
damage_costs_slr,INDO,fraction_of_GDP,0,0.00216937,0.00450211,0.00700693,0.00968744,0.0125436,0.0155742,0.0187774,0.0221492,0.0256841,0.0293778,0.0332279,0.037232,0.0413875,0.0456907,0.0501379,0.0547262
damage_costs_slr,JAP,fraction_of_GDP,0,0.000788573,0.00163654,0.00254705,0.00352142,0.00455965,0.0056613,0.00682567,0.00805131,0.00933626,0.010679,0.0120785,0.013534,0.0150445,0.0166087,0.0182253,0.0198932
damage_costs_slr,OCE,fraction_of_GDP,0,0.000507027,0.00105224,0.00163767,0.00226416,0.00293171,0.00364003,0.00438869,0.00517674,0.00600292,0.00686623,0.00776607,0.00870192,0.00967314,0.0106789,0.0117183,0.0127907
damage_costs_slr,RSAS,fraction_of_GDP,0,1.7499e-16,1.95556e-16,2.009e-16,2.03023e-16,2.04046e-16,2.04606e-16,2.04942e-16,2.05157e-16,2.05302e-16,2.05405e-16,2.0548e-16,2.05536e-16,2.05579e-16,2.05614e-16,2.05644e-16,2.05824e-16
damage_costs_slr,RSAF,fraction_of_GDP,0,-0.000147853,-0.00030684,-0.000477555,-0.000660245,-0.000854906,-0.00106146,-0.00127977,-0.00150957,-0.00175049,-0.00200224,-0.00226464,-0.00253754,-0.00282075,-0.00311404,-0.00341714,-0.00372985
LBD_factor,Global,dimensionless,0.999998,1.00683,1.02257,1.03605,1.03699,1.02076,0.988199,0.943718,0.893094,0.840779,0.789393,0.740347,0.694653,0.652654,0.614385,0.579585,0.54789
LOT_factor,Global,dimensionless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
learning_factor,Global,dimensionless,0.999998,1.00683,1.02257,1.03605,1.03699,1.02076,0.988199,0.943718,0.893094,0.840779,0.789393,0.740347,0.694653,0.652654,0.614385,0.579585,0.54789
mitigation_costs,CAN,trillion*usd/yr,-2.68513e-09,-2.51537e-09,-2.34841e-09,-2.18219e-09,-2.02623e-09,-1.88708e-09,-1.76465e-09,-1.65573e-09,-1.55185e-09,-1.44876e-09,-1.35151e-09,-1.26405e-09,-1.18678e-09,-1.11894e-09,-1.0588e-09,-1.00477e-09,-9.55384e-10
mitigation_costs,USA,trillion*usd/yr,-3.04044e-10,-2.72453e-10,-2.47749e-10,-2.29029e-10,-2.14298e-10,-2.02089e-10,-1.91535e-10,-1.82061e-10,-1.73257e-10,-1.64956e-10,-1.57474e-10,-1.51009e-10,-1.45336e-10,-1.40248e-10,-1.35736e-10,-1.3176e-10,-1.28065e-10
mitigation_costs,MEX,trillion*usd/yr,-2.26845e-09,-1.99683e-09,-1.7605e-09,-1.56028e-09,-1.38872e-09,-1.23983e-09,-1.11053e-09,-9.98323e-10,-9.01118e-10,-8.16845e-10,-7.43429e-10,-6.7922e-10,-6.23141e-10,-5.74098e-10,-5.30735e-10,-4.92096e-10,-4.5789e-10
mitigation_costs,RCAM,trillion*usd/yr,-3.33265e-09,-3.07204e-09,-2.76604e-09,-2.46195e-09,-2.17461e-09,-1.91011e-09,-1.67532e-09,-1.47167e-09,-1.29592e-09,-1.1445e-09,-1.01469e-09,-9.03671e-10,-8.08733e-10,-7.27405e-10,-6.57534e-10,-5.97436e-10,-5.4613e-10
mitigation_costs,BRA,trillion*usd/yr,-1.7345e-09,-1.50376e-09,-1.32439e-09,-1.19018e-09,-1.08337e-09,-9.92623e-10,-9.14313e-10,-8.46644e-10,-7.88764e-10,-7.39414e-10,-6.95991e-10,-6.56792e-10,-6.22019e-10,-5.91647e-10,-5.64456e-10,-5.39414e-10,-5.16117e-10
mitigation_costs,RSAM,trillion*usd/yr,-1.58408e-09,-1.33691e-09,-1.14321e-09,-9.90068e-10,-8.66397e-10,-7.64646e-10,-6.7999e-10,-6.08939e-10,-5.48921e-10,-4.97982e-10,-4.54763e-10,-4.1801e-10,-3.86372e-10,-3.58871e-10,-3.35029e-10,-3.14336e-10,-2.95923e-10
mitigation_costs,NAF,trillion*usd/yr,-2.86186e-09,-2.41073e-09,-2.00434e-09,-1.68431e-09,-1.43215e-09,-1.2293e-09,-1.06485e-09,-9.30501e-10,-8.19553e-10,-7.27529e-10,-6.52543e-10,-5.9197e-10,-5.41912e-10,-4.99627e-10,-4.63744e-10,-4.33139e-10,-4.06427e-10
mitigation_costs,WAF,trillion*usd/yr,-3.11102e-09,-2.52611e-09,-1.96636e-09,-1.51201e-09,-1.15593e-09,-8.82521e-10,-6.75741e-10,-5.2097e-10,-4.0552e-10,-3.19316e-10,-2.54777e-10,-2.0617e-10,-1.69438e-10,-1.4134e-10,-1.19334e-10,-1.01951e-10,-8.86466e-11
mitigation_costs,EAF,trillion*usd/yr,-3.39985e-09,-3.53171e-09,-3.3256e-09,-2.90575e-09,-2.40465e-09,-1.91993e-09,-1.50627e-09,-1.17671e-09,-9.21743e-10,-7.27119e-10,-5.79358e-10,-4.67198e-10,-3.82231e-10,-3.1719e-10,-2.66051e-10,-2.2557e-10,-1.94864e-10
mitigation_costs,SAF,trillion*usd/yr,-3.52978e-09,-3.49731e-09,-3.35538e-09,-3.16356e-09,-2.95807e-09,-2.75541e-09,-2.56217e-09,-2.3811e-09,-2.21443e-09,-2.06352e-09,-1.92987e-09,-1.81351e-09,-1.71245e-09,-1.62495e-09,-1.55074e-09,-1.48844e-09,-1.4326e-09
mitigation_costs,WEU,trillion*usd/yr,-3.48044e-10,-3.25561e-10,-3.02438e-10,-2.80398e-10,-2.59846e-10,-2.40873e-10,-2.23582e-10,-2.07901e-10,-1.93461e-10,-1.80093e-10,-1.68122e-10,-1.57674e-10,-1.48431e-10,-1.40114e-10,-1.32633e-10,-1.25899e-10,-1.19739e-10
mitigation_costs,CEU,trillion*usd/yr,-1.86376e-09,-1.66772e-09,-1.49904e-09,-1.36224e-09,-1.25394e-09,-1.16876e-09,-1.09838e-09,-1.03645e-09,-9.78703e-10,-9.23668e-10,-8.75133e-10,-8.35323e-10,-8.01901e-10,-7.72404e-10,-7.45201e-10,-7.19288e-10,-6.9456e-10
mitigation_costs,TUR,trillion*usd/yr,-2.89988e-09,-2.58409e-09,-2.30361e-09,-2.06263e-09,-1.85557e-09,-1.67659e-09,-1.52248e-09,-1.38995e-09,-1.27517e-09,-1.17533e-09,-1.08932e-09,-1.0157e-09,-9.51879e-10,-8.95866e-10,-8.46739e-10,-8.03493e-10,-7.64142e-10
mitigation_costs,UKR,trillion*usd/yr,-3.36413e-09,-3.5001e-09,-3.53386e-09,-3.48242e-09,-3.38243e-09,-3.2622e-09,-3.12992e-09,-2.98517e-09,-2.82894e-09,-2.66658e-09,-2.51541e-09,-2.38659e-09,-2.27391e-09,-2.17079e-09,-2.07708e-09,-1.99265e-09,-1.91386e-09
mitigation_costs,STAN,trillion*usd/yr,-3.47692e-09,-3.50683e-09,-3.30802e-09,-3.05058e-09,-2.81286e-09,-2.61832e-09,-2.46234e-09,-2.33314e-09,-2.21069e-09,-2.0842e-09,-1.96604e-09,-1.86513e-09,-1.7759e-09,-1.69276e-09,-1.61506e-09,-1.54279e-09,-1.47511e-09
mitigation_costs,RUS,trillion*usd/yr,-1.60021e-09,-1.38057e-09,-1.20737e-09,-1.07742e-09,-9.85404e-10,-9.23162e-10,-8.73664e-10,-8.25394e-10,-7.75865e-10,-7.26336e-10,-6.83131e-10,-6.4946e-10,-6.21751e-10,-5.96793e-10,-5.73991e-10,-5.53137e-10,-5.33569e-10
