Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
relative_abatement,SAF,fraction_of_baseline_emissions,2.29137e-05,0.312473,0.552206,0.635895,0.683914,0.726874,0.765994,0.801762,0.834697,0.865283,0.893749,0.920129,0.944224,0.965731,0.984387,1.0001,1.10666,1.09939,1.09879,1.09829,1.09788,1.09753,1.09724,1.09701,1.09684,1.09672,1.09667
relative_abatement,WEU,fraction_of_baseline_emissions,1.70254e-05,0.210376,0.448299,0.607477,0.644233,0.67684,0.706526,0.733713,0.758874,0.782378,0.804028,0.82349,0.840754,0.855948,0.869327,0.880995,0.975102,0.953142,0.954228,0.955166,0.955973,0.956643,0.957188,0.957624,0.957961,0.958205,0.958338
relative_abatement,CEU,fraction_of_baseline_emissions,1.92723e-05,0.225394,0.467769,0.614404,0.660544,0.699923,0.73461,0.766129,0.795782,0.824446,0.851359,0.875521,0.896818,0.915343,0.931381,0.945174,1.04729,1.03607,1.03662,1.03709,1.03746,1.03781,1.03813,1.03838,1.03858,1.03873,1.03881
relative_abatement,TUR,fraction_of_baseline_emissions,1.69727e-05,0.335304,0.456698,0.501158,0.538855,0.572628,0.603792,0.63284,0.65987,0.684914,0.707996,0.729105,0.748292,0.765501,0.780408,0.792779,0.880162,0.870814,0.8698,0.86874,0.867684,0.866751,0.865946,0.865246,0.864656,0.864185,0.863849
relative_abatement,UKR,fraction_of_baseline_emissions,1.91809e-05,0.248673,0.461366,0.514081,0.55932,0.598087,0.633011,0.6661,0.69777,0.727974,0.755847,0.780666,0.802846,0.822835,0.84049,0.855636,0.950771,0.946442,0.946853,0.947216,0.947535,0.947805,0.948026,0.948205,0.948346,0.948448,0.948502
relative_abatement,STAN,fraction_of_baseline_emissions,1.47648e-05,0.302004,0.352132,0.393764,0.427486,0.455184,0.479003,0.500524,0.520551,0.539543,0.557612,0.574599,0.58985,0.602877,0.613975,0.623448,0.693671,0.68603,0.684653,0.683508,0.682595,0.681717,0.680903,0.680227,0.679689,0.679272,0.678988
relative_abatement,RUS,fraction_of_baseline_emissions,1.60697e-05,0.290806,0.477987,0.525473,0.562934,0.592533,0.61749,0.640462,0.662604,0.684136,0.703401,0.719101,0.73231,0.744128,0.754321,0.762527,0.842947,0.827827,0.825536,0.82332,0.821236,0.819387,0.817799,0.816472,0.815414,0.81464,0.814211
relative_abatement,ME,fraction_of_baseline_emissions,1.72785e-05,0.288073,0.444505,0.484465,0.517668,0.546113,0.571575,0.595174,0.617522,0.638955,0.659286,0.67829,0.696052,0.712597,0.727699,0.741067,0.825121,0.802781,0.808152,0.812479,0.815972,0.818881,0.821247,0.823077,0.824434,0.825355,0.825757
relative_abatement,INDIA,fraction_of_baseline_emissions,2.08618e-05,0.350019,0.407441,0.458818,0.504902,0.547667,0.587982,0.626197,0.66254,0.697132,0.729657,0.759821,0.787722,0.813396,0.836504,0.875965,0.939109,0.967884,0.9683,0.968633,0.968899,0.969128,0.96932,0.96947,0.969582,0.969659,0.969691
relative_abatement,KOR,fraction_of_baseline_emissions,1.93485e-05,0.293567,0.537075,0.683442,0.728729,0.768293,0.803746,0.83555,0.863978,0.8893,0.912033,0.932564,0.950902,0.966831,0.979834,0.989604,1.09004,1.06365,1.06628,1.06873,1.07097,1.07307,1.07497,1.07661,1.07794,1.07896,1.07956
relative_abatement,CHN,fraction_of_baseline_emissions,2.19559e-05,0.319332,0.564716,0.738984,0.798128,0.849594,0.894572,0.933175,0.967093,0.997976,1.02589,1.05048,1.072,1.09065,1.10595,1.11748,1.23065,1.18579,1.19585,1.20543,1.21437,1.22291,1.23079,1.23762,1.24325,1.24754,1.25003
relative_abatement,SEAS,fraction_of_baseline_emissions,1.99098e-05,0.372846,0.435874,0.482251,0.523024,0.560673,0.596325,0.630327,0.662637,0.69322,0.722127,0.74927,0.774265,0.796815,0.816955,0.834698,0.931472,0.92767,0.929694,0.931395,0.932816,0.933949,0.934824,0.935475,0.935926,0.936187,0.936224
relative_abatement,INDO,fraction_of_baseline_emissions,2.07475e-05,0.288772,0.456161,0.513467,0.564024,0.610047,0.652903,0.693157,0.730785,0.765738,0.798032,0.827696,0.854985,0.879974,0.902282,0.921647,1.02729,1.03427,1.034,1.0338,1.03365,1.03354,1.03346,1.03342,1.03341,1.03344,1.0335
relative_abatement,JAP,fraction_of_baseline_emissions,2.07666e-05,0.208202,0.446731,0.711921,0.794487,0.829429,0.860978,0.889849,0.916526,0.94142,0.964396,0.98519,1.00419,1.02176,1.03751,1.05105,1.1605,1.14761,1.14946,1.15116,1.15271,1.1541,1.15532,1.15635,1.15719,1.15785,1.15827
relative_abatement,OCE,fraction_of_baseline_emissions,2.46218e-05,0.212765,0.468892,0.763021,0.920454,0.961222,0.996996,1.02903,1.05918,1.08831,1.11558,1.14056,1.1631,1.18282,1.20014,1.21551,1.3396,1.33597,1.32629,1.31855,1.31236,1.30714,1.30284,1.29948,1.29695,1.29517,1.29428
relative_abatement,RSAS,fraction_of_baseline_emissions,1.96088e-05,0.262056,0.303181,0.340994,0.376348,0.410765,0.444894,0.478945,0.512957,0.546855,0.580367,0.61311,0.644535,0.674281,0.703319,0.754378,0.797516,0.821997,0.834507,0.843996,0.851324,0.857143,0.861716,0.865203,0.867794,0.869601,0.870532
relative_abatement,RSAF,fraction_of_baseline_emissions,1.81887e-05,0.187315,0.27818,0.30831,0.337024,0.3652,0.394493,0.425904,0.459152,0.493672,0.528822,0.563929,0.59815,0.631003,0.662836,0.693363,0.790191,0.783904,0.799221,0.810812,0.819771,0.826877,0.832457,0.836715,0.839881,0.842087,0.843216
regional_emission_reduction,CAN,GtCO2/yr,8.94077e-10,0.134811,0.280377,0.399507,0.428805,0.426677,0.421775,0.446614,0.489775,0.529111,0.55186,0.551332,0.537157,0.523642,0.524029,0.546518,0.625282,0.641897,0.662062,0.680342,0.6967,0.710639,0.722194,0.731524,0.738754,0.743877,0.746455
regional_emission_reduction,USA,GtCO2/yr,9.99248e-11,1.1105,2.23326,3.42756,3.9797,4.18674,4.36867,4.51226,4.61188,4.66715,4.69157,4.70745,4.75392,4.85744,4.97507,5.05981,5.52877,5.37058,5.43921,5.49756,5.54675,5.58977,5.62639,5.65595,5.67891,5.69561,5.70465
regional_emission_reduction,MEX,GtCO2/yr,6.67454e-10,0.15982,0.33116,0.41925,0.483176,0.529562,0.568207,0.614695,0.670886,0.732969,0.790565,0.83386,0.866451,0.896575,0.934472,0.987487,1.13602,1.19261,1.22747,1.25805,1.28467,1.30756,1.32673,1.34217,1.35413,1.36265,1.36697
regional_emission_reduction,RCAM,GtCO2/yr,1.00738e-09,0.0934872,0.161504,0.18987,0.222514,0.267958,0.329612,0.407358,0.493573,0.578693,0.658689,0.732015,0.801195,0.869162,0.934379,1.01557,1.11669,1.2052,1.2393,1.26829,1.29287,1.31419,1.3322,1.34666,1.35783,1.3658,1.3698
regional_emission_reduction,BRA,GtCO2/yr,1.01454e-09,0.430648,0.906158,1.4755,1.83125,2.01933,2.05785,1.93107,1.73029,1.58204,1.58882,1.78662,1.95304,1.87775,1.72755,1.71539,1.92288,1.93753,1.92891,1.92613,1.92775,1.92766,1.92633,1.92548,1.92502,1.92452,1.92394
regional_emission_reduction,RSAM,GtCO2/yr,7.33292e-10,0.510486,0.940742,1.2724,1.47415,1.78721,2.06899,2.10624,2.04799,2.11135,2.2791,2.46683,2.60816,2.66239,2.6868,2.74828,3.04598,3.10755,3.1265,3.14369,3.15929,3.17228,3.18279,3.19125,3.1978,3.20237,3.20445
regional_emission_reduction,NAF,GtCO2/yr,1.20422e-09,0.181911,0.229469,0.27102,0.304752,0.33302,0.368004,0.422052,0.489836,0.56028,0.624429,0.676618,0.723824,0.774747,0.82914,0.884674,1.02775,1.03074,1.08972,1.14013,1.18277,1.21912,1.24911,1.27249,1.2897,1.30096,1.30498
regional_emission_reduction,WAF,GtCO2/yr,4.7701e-09,0.853521,1.17537,1.21226,1.15312,1.28923,1.43795,1.32374,1.20577,1.47095,2.05853,2.77318,3.55969,4.40578,5.36633,6.5943,7.83822,9.08238,9.85069,10.5144,11.0847,11.58,11.9991,12.3383,12.6024,12.7933,12.8945
regional_emission_reduction,EAF,GtCO2/yr,1.80598e-09,0.112248,0.168036,0.197395,0.208118,0.222293,0.246258,0.282227,0.338027,0.424995,0.558591,0.754298,1.01689,1.3394,1.71573,2.09367,2.44728,2.81235,3.09697,3.33988,3.54628,3.72601,3.87847,4.00151,4.09699,4.1658,4.20182
regional_emission_reduction,SAF,GtCO2/yr,2.67444e-09,0.172871,0.312702,0.361088,0.396419,0.449176,0.509971,0.562958,0.603663,0.631824,0.651152,0.666304,0.679993,0.693951,0.70781,0.720867,0.789671,0.790484,0.794861,0.798518,0.801588,0.804224,0.80642,0.808155,0.809469,0.810377,0.810754
regional_emission_reduction,WEU,GtCO2/yr,7.60691e-11,0.625781,1.27239,1.67275,1.7988,1.99751,2.24639,2.50255,2.72406,2.88403,3.02573,3.19163,3.32745,3.38088,3.426,3.54443,4.01139,4.04526,4.14593,4.23685,4.31812,4.38791,4.44636,4.49411,4.53176,4.55931,4.57454
regional_emission_reduction,CEU,GtCO2/yr,5.897e-10,0.171299,0.344932,0.4591,0.513097,0.558324,0.598012,0.638042,0.673489,0.697612,0.710888,0.714948,0.705961,0.682536,0.660858,0.656377,0.715939,0.70096,0.690767,0.682459,0.675828,0.669797,0.66448,0.660203,0.656917,0.654534,0.65322
regional_emission_reduction,TUR,GtCO2/yr,9.32687e-10,0.164872,0.240115,0.268772,0.289947,0.314657,0.346593,0.385589,0.425233,0.458513,0.485734,0.509488,0.53268,0.556474,0.574167,0.579636,0.629453,0.616908,0.611389,0.60571,0.600145,0.595305,0.591178,0.587633,0.584672,0.582326,0.580664
regional_emission_reduction,UKR,GtCO2/yr,2.63952e-09,0.100253,0.190124,0.233577,0.276511,0.300996,0.318421,0.34456,0.369886,0.380907,0.382994,0.385783,0.389849,0.393693,0.399053,0.407735,0.451631,0.454251,0.457967,0.461288,0.464255,0.466783,0.468882,0.470592,0.47194,0.472923,0.473441
regional_emission_reduction,STAN,GtCO2/yr,2.86375e-09,0.158613,0.195114,0.220693,0.232912,0.234519,0.240058,0.261701,0.283971,0.291172,0.305851,0.350912,0.398637,0.416751,0.417314,0.420085,0.463131,0.457381,0.454469,0.452067,0.450164,0.448345,0.446668,0.44528,0.44418,0.443332,0.442754
regional_emission_reduction,RUS,GtCO2/yr,1.01713e-09,0.57762,0.968555,1.07679,1.14482,1.1846,1.21396,1.24942,1.30207,1.37192,1.41641,1.39956,1.36666,1.36858,1.3843,1.38221,1.48083,1.43555,1.41278,1.39132,1.37161,1.35452,1.34011,1.32826,1.31894,1.31218,1.30846
regional_emission_reduction,ME,GtCO2/yr,7.05558e-10,0.60886,0.982056,1.15244,1.32639,1.48132,1.63197,1.79723,1.9651,2.11764,2.2536,2.37977,2.51504,2.67382,2.8366,2.981,3.38422,3.40355,3.52225,3.62282,3.70743,3.78041,3.84153,3.88992,3.92644,3.95154,3.9626
regional_emission_reduction,INDIA,GtCO2/yr,2.92155e-10,1.20494,1.6497,2.09124,2.57803,3.18515,3.88815,4.63387,5.41695,6.2301,6.99149,7.6226,8.16925,8.69087,9.1422,9.67186,10.4136,10.8414,10.9887,11.109,11.207,11.293,11.366,11.4236,11.467,11.4968,11.5093
regional_emission_reduction,KOR,GtCO2/yr,9.55157e-10,0.244528,0.455121,0.565553,0.584943,0.596566,0.602682,0.6023,0.595681,0.583136,0.563663,0.536884,0.50734,0.48051,0.459415,0.445149,0.468423,0.441405,0.424947,0.410741,0.398616,0.387921,0.378728,0.371224,0.365322,0.360954,0.358425
regional_emission_reduction,CHN,GtCO2/yr,9.45479e-11,4.00812,7.38926,9.65551,10.3163,10.7541,10.9676,10.9307,10.6838,10.2716,9.7057,9.01448,8.31842,7.74299,7.31792,7.02799,7.33772,6.76134,6.46857,6.21621,6.00107,5.81179,5.64959,5.51771,5.41454,5.33893,5.2964
regional_emission_reduction,SEAS,GtCO2/yr,8.00825e-10,0.675137,0.900235,1.06375,1.17589,1.25544,1.34975,1.50089,1.67222,1.81752,1.96566,2.14624,2.29238,2.34197,2.37629,2.48765,2.87113,2.96545,3.05744,3.13899,3.21029,3.26931,3.3163,3.35207,3.37731,3.39208,3.39419
regional_emission_reduction,INDO,GtCO2/yr,2.31617e-09,0.497897,0.809624,0.946585,1.05813,1.12048,1.17018,1.25442,1.36459,1.47423,1.55957,1.60592,1.63828,1.6851,1.73882,1.78573,1.98244,2.01076,2.02599,2.03767,2.04638,2.0531,2.05778,2.06023,2.06065,2.05912,2.05512
regional_emission_reduction,JAP,GtCO2/yr,2.80264e-10,0.209956,0.42981,0.657744,0.723811,0.758392,0.796482,0.834578,0.863545,0.874666,0.868585,0.850446,0.833063,0.827609,0.828686,0.828159,0.890216,0.870674,0.861297,0.852846,0.845343,0.838722,0.833013,0.828255,0.82441,0.821464,0.819574
regional_emission_reduction,OCE,GtCO2/yr,1.04356e-09,0.0787285,0.171449,0.312637,0.429687,0.480763,0.49175,0.466229,0.455189,0.502315,0.552408,0.545287,0.520701,0.531339,0.562758,0.588584,0.65674,0.674265,0.689237,0.701863,0.712422,0.721647,0.729485,0.735763,0.740586,0.744026,0.745776
regional_emission_reduction,RSAS,GtCO2/yr,9.03063e-10,0.143081,0.206425,0.277742,0.362104,0.469338,0.609015,0.78764,0.995533,1.22018,1.46788,1.74876,2.06084,2.39982,2.77096,3.26977,3.78254,4.23962,4.62951,4.96692,5.25698,5.50851,5.72102,5.89278,6.02627,6.1225,6.17314
regional_emission_reduction,RSAF,GtCO2/yr,5.38142e-09,0.135964,0.221686,0.354357,0.48851,0.5027,0.442053,0.404544,0.423088,0.507975,0.650202,0.830334,1.02332,1.20819,1.39993,1.61801,2.01912,2.18918,2.40222,2.58636,2.74493,2.88238,2.99847,3.09239,3.16547,3.21813,3.24564
cumulative_emissions,Global,GtCO2,0,189.767,336.654,450.373,543.384,626.242,701.251,768.94,830.242,886.47,938.527,986.629,1030.72,1070.82,1106.75,1136.81,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150
global_emissions,Global,GtCO2/yr,42.8173,33.0896,25.6651,19.8226,17.3817,15.7615,14.2419,12.834,11.6869,10.8044,10.0185,9.22226,8.41428,7.62359,6.74919,5.27595,-1.30344e-07,-1.38396e-08,-4.65098e-07,-9.65034e-07,-1.54205e-06,-2.22558e-06,-3.06091e-06,-4.12761e-06,-5.58587e-06,-7.83694e-06,-1.24853e-05
temperature,Global,degC_above_PI,1.16,1.27766,1.36873,1.43923,1.4969,1.54827,1.59478,1.63674,1.67475,1.70961,1.74189,1.77171,1.79905,1.82391,1.84618,1.86482,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873,1.873
emission_relative_cumulative,Global,dimensionless,1,0.853422,0.732581,0.636221,0.563285,0.509398,0.466994,0.432155,0.402833,0.377498,0.355014,0.334659,0.316014,0.298819,0.282775,0.267216,0.249654,0.231357,0.215089,0.200586,0.187627,0.176023,0.165602,0.156223,0.147761,0.140106,0.13317
slr_thermal,Global,m,0.103814,0.109539,0.115903,0.122737,0.129913,0.13735,0.145006,0.152848,0.160849,0.168981,0.177225,0.185563,0.193979,0.202458,0.210984,0.219541,0.228107,0.236618,0.245026,0.253332,0.261537,0.269643,0.277651,0.285562,0.293377,0.301098,0.308725
slr_cumgsic,Global,m,0.015,0.0231415,0.0314413,0.0397704,0.0480349,0.0561773,0.064168,0.0719855,0.0796124,0.0870353,0.0942456,0.101238,0.108007,0.114553,0.120872,0.126964,0.132827,0.138448,0.143821,0.148956,0.153864,0.158555,0.163039,0.167325,0.171421,0.175336,0.179078
slr_cumgis,Global,m,0.006,0.0154801,0.0256045,0.0362224,0.0472172,0.0585158,0.0700818,0.081887,0.093905,0.106113,0.118492,0.131028,0.143705,0.15651,0.169428,0.182445,0.195539,0.208654,0.221744,0.23481,0.247853,0.260871,0.273865,0.286835,0.299781,0.312704,0.325602
total_SLR,Global,m,0.124814,0.148161,0.172948,0.19873,0.225166,0.252043,0.279255,0.306721,0.334366,0.362129,0.389962,0.417828,0.445692,0.473521,0.501284,0.52895,0.556473,0.58372,0.610591,0.637098,0.663254,0.689069,0.714555,0.739722,0.764579,0.789137,0.813405
damage_costs,CAN,fraction_of_GDP,8.67362e-19,0.00201875,0.00386869,0.00554072,0.00709211,0.00859437,0.0100566,0.0114744,0.0128491,0.0141881,0.0154965,0.0167729,0.018013,0.0192139,0.0203706,0.0214597,0.0223442,0.0230621,0.0237701,0.0244685,0.0251576,0.0258378,0.0265093,0.0271724,0.0278273,0.0284744,0.0291137
damage_costs,USA,fraction_of_GDP,0,0.00153268,0.00289782,0.00409763,0.00518664,0.00622827,0.00723178,0.00819456,0.00911875,0.0100114,0.0108772,0.0117154,0.0125232,0.0132983,0.014037,0.0147203,0.0152356,0.0156156,0.0159904,0.0163601,0.0167249,0.0170849,0.0174403,0.0177913,0.018138,0.0184805,0.0188189
damage_costs,MEX,fraction_of_GDP,0,0.00204802,0.00384062,0.0053855,0.00676468,0.00807165,0.00932073,0.0105088,0.0116397,0.012724,0.0137689,0.0147736,0.0157343,0.0166481,0.0175098,0.0182923,0.0188337,0.0191821,0.0195257,0.0198646,0.020199,0.0205291,0.0208549,0.0211767,0.0214945,0.0218085,0.0221187
damage_costs,RCAM,fraction_of_GDP,0,0.00204802,0.00384062,0.0053855,0.00676468,0.00807165,0.00932073,0.0105088,0.0116397,0.012724,0.0137689,0.0147736,0.0157343,0.0166481,0.0175098,0.0182923,0.0188337,0.0191821,0.0195257,0.0198646,0.020199,0.0205291,0.0208549,0.0211767,0.0214945,0.0218085,0.0221187
damage_costs,BRA,fraction_of_GDP,0,0.00204802,0.00384062,0.0053855,0.00676468,0.00807165,0.00932073,0.0105088,0.0116397,0.012724,0.0137689,0.0147736,0.0157343,0.0166481,0.0175098,0.0182923,0.0188337,0.0191821,0.0195257,0.0198646,0.020199,0.0205291,0.0208549,0.0211767,0.0214945,0.0218085,0.0221187
damage_costs,RSAM,fraction_of_GDP,0,0.00204802,0.00384062,0.0053855,0.00676468,0.00807165,0.00932073,0.0105088,0.0116397,0.012724,0.0137689,0.0147736,0.0157343,0.0166481,0.0175098,0.0182923,0.0188337,0.0191821,0.0195257,0.0198646,0.020199,0.0205291,0.0208549,0.0211767,0.0214945,0.0218085,0.0221187
damage_costs,NAF,fraction_of_GDP,-1.73472e-18,0.00434737,0.00843481,0.0121977,0.0157328,0.0191819,0.0225593,0.0258513,0.0290576,0.0321924,0.0352649,0.0382707,0.0411993,0.044043,0.0467894,0.0493851,0.0515196,0.053277,0.0550102,0.05672,0.058407,0.0600721,0.061716,0.0633392,0.0649426,0.0665265,0.0680918
damage_costs,WAF,fraction_of_GDP,0,0.00492738,0.00900665,0.0123075,0.0150932,0.0176444,0.0200093,0.0221853,0.0241875,0.02605,0.0277959,0.0294255,0.0309299,0.0323031,0.0335329,0.0345461,0.0348967,0.0347241,0.034554,0.0343861,0.0342204,0.034057,0.0338956,0.0337362,0.0335787,0.0334232,0.0332695
damage_costs,EAF,fraction_of_GDP,0,0.00492738,0.00900665,0.0123075,0.0150932,0.0176444,0.0200093,0.0221853,0.0241875,0.02605,0.0277959,0.0294255,0.0309299,0.0323031,0.0335329,0.0345461,0.0348967,0.0347241,0.034554,0.0343861,0.0342204,0.034057,0.0338956,0.0337362,0.0335787,0.0334232,0.0332695
damage_costs,SAF,fraction_of_GDP,0,0.00297965,0.00568307,0.00805823,0.0102024,0.0122528,0.014226,0.0161117,0.0179121,0.0196427,0.0213136,0.022922,0.0244594,0.0259196,0.0272924,0.0285287,0.0293395,0.029809,0.0302721,0.0307289,0.0311796,0.0316245,0.0320637,0.0324974,0.0329258,0.033349,0.0337672
damage_costs,WEU,fraction_of_GDP,0,0.000972351,0.00183582,0.0025758,0.00322127,0.00381406,0.00435929,0.00485675,0.00531173,0.00573354,0.00612897,0.00649952,0.00684419,0.00716217,0.00745105,0.00769575,0.00780416,0.00780442,0.00780457,0.00780467,0.00780472,0.00780476,0.00780478,0.00780479,0.0078048,0.0078048,0.00780481
damage_costs,CEU,fraction_of_GDP,4.33681e-19,0.00145938,0.00274242,0.00382592,0.00475811,0.00560843,0.00639042,0.00710611,0.00776323,0.00837449,0.00894884,0.00948782,0.00998956,0.0104526,0.0108735,0.0112299,0.0113879,0.0113884,0.0113887,0.0113889,0.011389,0.0113891,0.0113891,0.0113891,0.0113892,0.0113892,0.0113892
damage_costs,TUR,fraction_of_GDP,1.73472e-18,0.00200407,0.00377863,0.00536574,0.00683538,0.00825215,0.00962757,0.0109618,0.0122584,0.0135242,0.0147638,0.0159771,0.0171624,0.0183184,0.0194427,0.0205212,0.0214707,0.022314,0.0231456,0.023966,0.0247755,0.0255745,0.0263632,0.0271421,0.0279114,0.0286715,0.0294225
damage_costs,UKR,fraction_of_GDP,0,0.00146583,0.0026963,0.0037247,0.00462264,0.00546045,0.00625093,0.00699441,0.00769517,0.00836152,0.0089991,0.00960824,0.0101871,0.0107346,0.011248,0.0117111,0.0120248,0.0122193,0.0124112,0.0126005,0.0127872,0.0129715,0.0131535,0.0133332,0.0135107,0.0136861,0.0138593
damage_costs,STAN,fraction_of_GDP,0,0.00146583,0.0026963,0.0037247,0.00462264,0.00546045,0.00625093,0.00699441,0.00769517,0.00836152,0.0089991,0.00960824,0.0101871,0.0107346,0.011248,0.0117111,0.0120248,0.0122193,0.0124112,0.0126005,0.0127872,0.0129715,0.0131535,0.0133332,0.0135107,0.0136861,0.0138593
damage_costs,RUS,fraction_of_GDP,0,0.00146583,0.0026963,0.0037247,0.00462264,0.00546045,0.00625093,0.00699441,0.00769517,0.00836152,0.0089991,0.00960824,0.0101871,0.0107346,0.011248,0.0117111,0.0120248,0.0122193,0.0124112,0.0126005,0.0127872,0.0129715,0.0131535,0.0133332,0.0135107,0.0136861,0.0138593
damage_costs,ME,fraction_of_GDP,1.73472e-18,0.00200407,0.00377863,0.00536574,0.00683538,0.00825215,0.00962757,0.0109618,0.0122584,0.0135242,0.0147638,0.0159771,0.0171624,0.0183184,0.0194427,0.0205212,0.0214707,0.022314,0.0231456,0.023966,0.0247755,0.0255745,0.0263632,0.0271421,0.0279114,0.0286715,0.0294225
damage_costs,INDIA,fraction_of_GDP,-3.46945e-18,0.00543898,0.0100476,0.0138861,0.0172145,0.0203137,0.0232306,0.0259604,0.0285173,0.0309345,0.0332348,0.0354175,0.037473,0.0393944,0.0411687,0.0427208,0.0435956,0.0439326,0.0442649,0.0445928,0.0449163,0.0452356,0.0455508,0.045862,0.0461695,0.0464732,0.0467733
damage_costs,KOR,fraction_of_GDP,8.67362e-19,0.00284867,0.00540243,0.00767812,0.00977054,0.0117844,0.0137354,0.0156199,0.0174416,0.0192117,0.0209379,0.0226191,0.0242505,0.0258287,0.027348,0.0287785,0.0299445,0.0308954,0.0318333,0.0327584,0.0336713,0.0345723,0.0354618,0.0363402,0.0372077,0.0380649,0.0389118
damage_costs,CHN,fraction_of_GDP,-1.73472e-18,0.00210487,0.00388897,0.0054273,0.0068143,0.00812931,0.00938872,0.0105955,0.0117557,0.0128783,0.0139695,0.0150303,0.0160597,0.0170573,0.0180214,0.0189386,0.0197263,0.0204091,0.0210824,0.0217466,0.022402,0.0230489,0.0236875,0.0243181,0.024941,0.0255563,0.0261644
damage_costs,SEAS,fraction_of_GDP,0,0.00608074,0.0115877,0.0165691,0.0212089,0.0257033,0.0300818,0.0343377,0.0384777,0.0425222,0.0464845,0.0503625,0.0541474,0.0578327,0.0614074,0.0648176,0.0677454,0.0702772,0.0727741,0.0752372,0.0776676,0.0800664,0.0824346,0.0847731,0.0870829,0.0893648,0.0916198
damage_costs,INDO,fraction_of_GDP,0,0.00608074,0.0115877,0.0165691,0.0212089,0.0257033,0.0300818,0.0343377,0.0384777,0.0425222,0.0464845,0.0503625,0.0541474,0.0578327,0.0614074,0.0648176,0.0677454,0.0702772,0.0727741,0.0752372,0.0776676,0.0800664,0.0824346,0.0847731,0.0870829,0.0893648,0.0916198
damage_costs,JAP,fraction_of_GDP,0,0.00206438,0.00404516,0.00589478,0.00764891,0.00936992,0.0110626,0.0127188,0.0143372,0.0159238,0.0174825,0.0190104,0.0205022,0.0219535,0.0233582,0.0246895,0.0257951,0.0267154,0.0276231,0.0285184,0.0294019,0.0302738,0.0311347,0.0319847,0.0328244,0.0336539,0.0344735
damage_costs,OCE,fraction_of_GDP,0,0.0022545,0.0043196,0.00616591,0.00785989,0.00949255,0.0110748,0.0125999,0.0140691,0.0154922,0.0168758,0.018218,0.0195129,0.0207565,0.0219419,0.023037,0.0238536,0.0244453,0.0250289,0.0256046,0.0261726,0.0267333,0.0272868,0.0278333,0.0283732,0.0289065,0.0294336
damage_costs,RSAS,fraction_of_GDP,3.46945e-18,0.0045692,0.00827519,0.0112458,0.0137413,0.0160142,0.0181124,0.0200389,0.0218106,0.0234584,0.0250032,0.0264471,0.0277845,0.0290123,0.030122,0.0310572,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694,0.0314694
damage_costs,RSAF,fraction_of_GDP,0,0.00492738,0.00900665,0.0123075,0.0150932,0.0176444,0.0200093,0.0221853,0.0241875,0.02605,0.0277959,0.0294255,0.0309299,0.0323031,0.0335329,0.0345461,0.0348967,0.0347241,0.034554,0.0343861,0.0342204,0.034057,0.0338956,0.0337362,0.0335787,0.0334232,0.0332695
damage_costs_non_slr,CAN,fraction_of_GDP,8.67362e-19,0.00140363,0.00260047,0.00359321,0.00444809,0.00524218,0.00598748,0.00668161,0.0073279,0.00793544,0.0085105,0.00905262,0.00955861,0.0100263,0.0104515,0.0108117,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971,0.010971
damage_costs_non_slr,USA,fraction_of_GDP,0,0.00120708,0.00222652,0.00306677,0.0037871,0.00445388,0.00507787,0.0056576,0.00619624,0.00670166,0.0071793,0.00762893,0.00804808,0.00843504,0.00878653,0.00908402,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552,0.00921552
damage_costs_non_slr,MEX,fraction_of_GDP,0,0.00174953,0.0032252,0.00444045,0.00548164,0.00644497,0.00734613,0.00818309,0.00896049,0.00968977,0.0103788,0.0110273,0.0116318,0.0121897,0.0126964,0.0131252,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148
damage_costs_non_slr,RCAM,fraction_of_GDP,0,0.00174953,0.0032252,0.00444045,0.00548164,0.00644497,0.00734613,0.00818309,0.00896049,0.00968977,0.0103788,0.0110273,0.0116318,0.0121897,0.0126964,0.0131252,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148
damage_costs_non_slr,BRA,fraction_of_GDP,0,0.00174953,0.0032252,0.00444045,0.00548164,0.00644497,0.00734613,0.00818309,0.00896049,0.00968977,0.0103788,0.0110273,0.0116318,0.0121897,0.0126964,0.0131252,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148
damage_costs_non_slr,RSAM,fraction_of_GDP,0,0.00174953,0.0032252,0.00444045,0.00548164,0.00644497,0.00734613,0.00818309,0.00896049,0.00968977,0.0103788,0.0110273,0.0116318,0.0121897,0.0126964,0.0131252,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148,0.0133148
